id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url
360061,Marvel Dice Throne: Captain Marvel v. Black Panther,7.72107,328,69,2,2.5,2022,2,2,20,40,40,21,Fighting // Dice // Card Game // Comic Book / Strip,Dice Rolling,Manny Trembley // Gavan Brown // Nate Chatellier,The Op Games // Roxley,https://boardgamegeek.com/xmlapi2/thing?id=360061&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
313919,Aliens: Bug Hunt,7.3259,451,119,22,1.9545,2020,1,4,60,60,60,17,Science Fiction // Movies / TV / Radio theme,Dice Rolling // Variable Player Powers // Cooperative Game // Map Addition,Ryan Miller,Upper Deck Entertainment,https://boardgamegeek.com/xmlapi2/thing?id=313919&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
227127,Europe in Turmoil: Prelude to the Great War,7.9082,295,109,21,2.8571,2018,2,2,180,240,240,21,World War I // Political // Wargame,Campaign / Battle Card Driven // Simultaneous Action Selection // Hand Management // Action/Event // Events // Simulation // Sudden Death Ending // Area Majority / Influence // Tug of War // Dice Rolling,Kris Van Beurden,Compass Games // Banana Games,https://boardgamegeek.com/xmlapi2/thing?id=227127&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
35669,Bastogne: Screaming Eagles Under Siege 18-27 Dec' 44,7.36467,409,196,51,2.6275,2009,2,2,300,300,300,21,World War II // Wargame,Dice Rolling // Hexagon Grid,Dean Essig,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=35669&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
265430,Elekt,7.60211,380,57,19,2.6842,2019,2,4,60,90,90,16,Fantasy // Card Game // Fighting,Open Drafting // Variable Player Powers // Hand Management,Krzysztof Głośnicki,What the Frog,https://boardgamegeek.com/xmlapi2/thing?id=265430&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
244946,Brook City,7.26718,446,161,22,3.0909,2019,1,4,45,120,120,13,Murder/Mystery // Miniatures // Adventure,Dice Rolling // Variable Player Powers // Cooperative Game,Brady Sadler // Adam Sadler,Blacklist Games,https://boardgamegeek.com/xmlapi2/thing?id=244946&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
103339,Reluctant Enemies: Operation Exporter,7.9151,318,164,33,3.5455,2014,2,2,750,750,750,21,World War II // Wargame,Dice Rolling // Hexagon Grid // Zone of Control // Simulation,Curtis Baer // Dean Essig,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=103339&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
156175,Championship Formula Racing,7.7081,358,139,25,2.8,2017,1,12,45,45,45,13,Racing // Sports,Variable Player Powers // Action Points // Simulation // Track Movement // Action Queue,Douglas Schulz,Ultra PRO,https://boardgamegeek.com/xmlapi2/thing?id=156175&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
255175,Mutants,7.17269,478,158,11,2.5455,2019,1,4,45,60,60,10,Fighting // Card Game // Video Game Theme,"Deck, Bag, and Pool Building // Variable Player Powers // Hand Management",Sen-Foong Lim // Alara Cameron,Lucky Duck Games,https://boardgamegeek.com/xmlapi2/thing?id=255175&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
244144,Catan Histories: Rise of the Inkas,7.14498,523,151,15,2.6667,2018,3,4,90,90,90,12,Negotiation,Dice Rolling // Trading // Network and Route Building // Hand Management,Klaus Teuber // Benjamin Teuber,"Swan Panasia Co., Ltd. // Catan Studio // Piatnik // Galakta // Intelligames // Kaissa Chess & Games // Giochi Uniti // Devir // KOSMOS // Igroljub // 999 Games // Albi",https://boardgamegeek.com/xmlapi2/thing?id=244144&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
3730,Statis Pro Baseball,7.20907,523,265,52,2.1731,1971,1,2,20,20,20,10,Card Game // Sports,Simulation,Jim Barnes,The Avalon Hill Game Co // Midwest Research,https://boardgamegeek.com/xmlapi2/thing?id=3730&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
266460,Yinzi,7.49145,366,82,46,4.2174,2019,2,4,100,180,180,12,Economic // Transportation // Industry / Manufacturing // Farming,Worker Placement // Hand Management // Pick-up and Deliver,Rôla // Costa,Maldito Games // Toybox // Spielworxx,https://boardgamegeek.com/xmlapi2/thing?id=266460&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
326908,La Morada Maldita,7.24115,496,63,8,1.375,2021,2,6,20,20,20,7,Math // Action / Dexterity // Party Game // Real-time,Speed Matching // Real-Time // Pattern Recognition,Sergio Ortiz,Gamewright // Mercurio // DV Games // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=326908&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
294175,Cheese Thief,7.21785,604,148,10,1.2,2020,4,8,10,15,15,8,Deduction // Party Game // Bluffing,Hidden Roles // Roles with Asymmetric Information // Traitor Game // Voting // Dice Rolling,Dongxu Li,Jelly Jelly Games // sternenschimmermeer // Popcorn Games // Jolly Thinkers // Don't Panic Games // (Self-Published),https://boardgamegeek.com/xmlapi2/thing?id=294175&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
342062,Artisans of Splendent Vale,7.8769,326,146,12,2.5833,2022,2,4,45,1200,1200,14,Fantasy // Adventure,Cooperative Game // Action/Event // Scenario / Mission / Campaign Game // Legacy Game // Hexagon Grid // Dice Rolling // Role Playing // Narrative Choice / Paragraph,Nikki Valens,Renegade Game Studios,https://boardgamegeek.com/xmlapi2/thing?id=342062&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
269489,The Mission: Early Christianity from the Crucifixion to the Crusades,7.92895,317,141,41,3.7317,2020,1,1,60,240,240,12,Religious // Ancient // Medieval // Wargame,Area Movement // Solo / Solitaire Game // Simulation // Area Majority / Influence // Dice Rolling,Ben Madison // Stefan Nellen,Headquarter Games // White Dog Games,https://boardgamegeek.com/xmlapi2/thing?id=269489&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
250754,Trade on the Tigris,7.06732,455,142,13,2.7692,2018,3,6,60,90,90,14,Civilization // Negotiation,Open Drafting // Trading // Set Collection,Geoff Engelstein // Ryan Sturm,Tasty Minstrel Games,https://boardgamegeek.com/xmlapi2/thing?id=250754&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
358284,Rome in a Day,7.03971,486,114,17,1.7059,2023,2,5,15,20,20,8,Territory Building // Medieval,"Hexagon Grid // Simultaneous Action Selection // Income // I Cut, You Choose",Evgeny Petrov,Taverna Ludica Games // Alley Cat Games // Blackrock Games // Red Cat Games // Eclipse Editorial // ADC Blackfire Entertainment // MeepleBR // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=358284&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
277538,1822MX,8.18898,254,110,14,4.3571,2019,3,5,240,360,360,21,Economic // Trains,Stock Holding // Tile Placement // Network and Route Building,Scott Petersen,All-Aboard Games,https://boardgamegeek.com/xmlapi2/thing?id=277538&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
174805,Champions of Hara,7.19641,483,192,14,3.1429,2018,1,4,30,120,120,14,Fighting // Miniatures // Adventure // Fantasy // Exploration // Puzzle,Variable Player Powers // Cooperative Game // Hand Management // Area Movement // Modular Board // Point to Point Movement // Tile Placement // Grid Movement,Andrew Zimmermann // Ian VanNest // Walter Barber,Greenbrier Games,https://boardgamegeek.com/xmlapi2/thing?id=174805&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
396618,Waterfall Park,7.09779,483,133,17,1.9412,2023,3,5,45,45,45,8,Negotiation,Victory Points as a Resource // Enclosure // Tile Placement // Investment // Negotiation // Set Collection // Trading // Income,Karsten Hartwig,Repos Production // Hobby Japan // Rebel Sp. z o.o. // Gém Klub Kft. // Games7Days,https://boardgamegeek.com/xmlapi2/thing?id=396618&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
250467,Red Alert: Space Fleet Warfare,7.76936,326,130,17,2.4706,2019,2,6,60,90,90,14,Science Fiction // Fighting // Miniatures // Wargame,Campaign / Battle Card Driven // Hand Management // Hexagon Grid // Modular Board // Dice Rolling,Richard Borg,PSC Games,https://boardgamegeek.com/xmlapi2/thing?id=250467&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
399806,Karvi,7.36686,378,89,34,3.3529,2023,2,4,120,180,180,12,Dice // Exploration // Adventure,Worker Placement // Worker Placement with Dice Workers // Turn Order: Time Track // Track Movement,Torgeir Tjong,Devir // Hans im Glück,https://boardgamegeek.com/xmlapi2/thing?id=399806&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
254588,Hearts and Minds: Vietnam 1965-1975 (Third Edition),7.96146,291,117,19,2.8421,2019,1,2,45,360,360,15,Vietnam War // Political // Wargame // Civil War // Modern Warfare,Campaign / Battle Card Driven // Movement Points // Area Movement // Events // Scenario / Mission / Campaign Game // Simulation // Solo / Solitaire Game // Zone of Control // Ratio / Combat Results Table // Dice Rolling,John Poniske,Compass Games // NAC Wargames // Ediciones MasQueOca,https://boardgamegeek.com/xmlapi2/thing?id=254588&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
68,Successors (First/Second Edition),7.03753,509,198,70,3.2286,1997,2,4,180,180,180,12,Ancient // Wargame,Campaign / Battle Card Driven // Point to Point Movement // Dice Rolling,Mark Simonitch // Richard H. Berg,The Avalon Hill Game Co // Wydawnictwo Gołębiewski,https://boardgamegeek.com/xmlapi2/thing?id=68&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
306637,Resident Evil 3: The Board Game,7.99993,378,114,11,2.3636,2021,1,4,60,90,90,14,Horror // Video Game Theme // Zombies,Campaign / Battle Card Driven // Action Points // Cooperative Game,Sherwin Matthews,Steamforged Games Ltd.,https://boardgamegeek.com/xmlapi2/thing?id=306637&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
173504,"The Greatest Day: Sword, Juno, and Gold Beaches",8.60368,248,110,24,4.0,2015,2,8,60,6000,6000,12,World War II // Wargame,Dice Rolling // Chit-Pull System // Hexagon Grid,Adam Starkweather,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=173504&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
287638,Roméo & Juliette,7.09175,474,61,16,2.6875,2020,2,2,10,35,35,12,Renaissance // Card Game // Deduction,Communication Limits // Cooperative Game // Hand Management // Area Movement // Storytelling,Julien Prothière // Jean Philippe Sahut,Maldito Games // HUCH! // Sylex // GateOnGames,https://boardgamegeek.com/xmlapi2/thing?id=287638&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
4047,Across 5 Aprils,7.03153,487,280,60,2.35,1992,2,2,60,360,360,12,Wargame // Civil War // Post-Napoleonic // American Civil War,Movement Points // Simulation // Zone of Control // Hexagon Grid // Ratio / Combat Results Table // Grid Movement // Dice Rolling // Chit-Pull System,Eric Lee Smith,Victory Games (I),https://boardgamegeek.com/xmlapi2/thing?id=4047&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
367280,1998 ISS,7.32706,395,101,27,2.9259,2022,1,4,60,90,90,12,Space Exploration // Territory Building,Contracts // Modular Board // Solo / Solitaire Game // Worker Placement,Gerard Ascensi // Ferran Renalias,Origames // Looping Games,https://boardgamegeek.com/xmlapi2/thing?id=367280&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
329593,Settlement,7.0944,480,116,19,2.1579,2021,1,4,45,90,90,10,City Building // Medieval // Territory Building // Fantasy // Civilization // Exploration,End Game Bonuses // Solo / Solitaire Game // Tile Placement // Set Collection // Turn Order: Pass Order,Oleksandr Nevskiy,Geronimo Games // IGAMES,https://boardgamegeek.com/xmlapi2/thing?id=329593&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
309752,The Field of the Cloth of Gold,7.11199,433,139,15,1.5333,2020,2,2,20,20,20,21,Renaissance,Worker Placement // Set Collection,Amabel Holland,Hollandspiele,https://boardgamegeek.com/xmlapi2/thing?id=309752&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
1821,Grant Takes Command,7.9525,287,132,52,3.6731,2001,2,2,120,120,120,12,Wargame // Civil War // Post-Napoleonic // American Civil War,Movement Points // Scenario / Mission / Campaign Game // Simulation // Hexagon Grid // Grid Movement // Dice Rolling,Joseph M. Balkoski // Ed Beach,Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=1821&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
196305,Guildhall Fantasy: Alliance,7.12036,450,113,8,2.125,2016,2,4,30,45,45,10,Fantasy // Card Game,Take That // Hand Management // Set Collection,Hope S. Hwang,Alderac Entertainment Group // Lucrum Games,https://boardgamegeek.com/xmlapi2/thing?id=196305&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
35035,World at War: Blood and Bridges,7.56165,380,155,69,2.7536,2008,2,2,90,90,90,21,Wargame // Aviation / Flight // Modern Warfare,Dice Rolling // Chit-Pull System // Hexagon Grid,Mark H. Walker // Jim Snyder,"Lock 'n Load Publishing, LLC.",https://boardgamegeek.com/xmlapi2/thing?id=35035&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
294047,Superclub: The football manager board game,7.74584,446,104,26,2.2308,2020,2,4,90,240,240,12,Sports,Action Drafting // Investment // Turn Order: Stat-Based // Command Cards // Ownership // Open Drafting // Income // Auction/Bidding,Audun Egenberg,Superclub AS,https://boardgamegeek.com/xmlapi2/thing?id=294047&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
200247,Austerlitz 1805: Rising Eagles,8.4417,270,111,18,3.2222,2016,1,6,60,600,600,14,Napoleonic // Wargame,Movement Points // Line of Sight // Events // Scenario / Mission / Campaign Game // Simulation // Zone of Control // Hexagon Grid // Grid Movement // Dice Rolling,Walter Vejdovsky,Hexasim // Banana Games,https://boardgamegeek.com/xmlapi2/thing?id=200247&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
42929,Martian Rails,7.21765,433,168,35,3.2,2009,2,6,120,180,180,12,Economic // Transportation // Science Fiction // Trains,Network and Route Building // Pick-up and Deliver // Line Drawing // Commodity Speculation // Hexagon Grid // Crayon Rail System,M. Robert Stribula,Mayfair Games,https://boardgamegeek.com/xmlapi2/thing?id=42929&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
343525,Seas of Havoc,7.43267,389,145,9,2.4444,2023,1,5,45,75,75,13,Nautical // Fighting // Pirates,"Hand Management // Worker Placement // Deck, Bag, and Pool Building // Square Grid // Grid Movement",Peter Gorniak // Sébastien Bernier-Wong,Rock Manor Games // Boom Boom Games,https://boardgamegeek.com/xmlapi2/thing?id=343525&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
147887,Allegiance: A Realm Divided,8.01233,335,131,20,2.95,2015,2,4,30,60,60,10,Fantasy,Action Points // Variable Player Powers // Hand Management,Paul MacKinnon,Underground Games Inc. (I),https://boardgamegeek.com/xmlapi2/thing?id=147887&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
341512,En Las Cenizas,8.38091,263,39,15,2.2,2023,1,1,5,1000,1000,12,Fantasy // Ancient // Medieval // Adventure,Campaign / Battle Card Driven // Movement Points // Line Drawing // Solo / Solitaire Game // Connections // Narrative Choice / Paragraph,Pablo Aguilera,Devir // (Self-Published),https://boardgamegeek.com/xmlapi2/thing?id=341512&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
348073,Crescent Moon,7.16654,457,135,29,3.5862,2022,4,5,150,180,180,14,Arabian // Territory Building,Variable Player Powers // Market // Hand Management // Area Majority / Influence // Modular Board // Negotiation // Card Play Conflict Resolution,Steven Mathers,Giant Roc // Fox in the Box // Portal Games // Game Harbor // Osprey Games,https://boardgamegeek.com/xmlapi2/thing?id=348073&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
306482,I C E,7.31575,473,188,27,2.6296,2023,1,5,90,120,120,14,Exploration // Science Fiction,"Mancala // Action Points // Layering // Modular Board // Worker Placement, Different Worker Types",Bragou // Samson F. Perret,This Way !,https://boardgamegeek.com/xmlapi2/thing?id=306482&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
40107,"Soviet Dawn: The Russian Civil War, 1918-1921",7.06858,478,294,80,1.675,2009,1,1,25,60,60,13,Civil War // Wargame,Campaign / Battle Card Driven // Action Points // Events // Solo / Solitaire Game // Point to Point Movement // Dice Rolling,Darin A. Leviloff,Victory Point Games // RBM Studio,https://boardgamegeek.com/xmlapi2/thing?id=40107&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
31954,"A Victory Denied: Crisis at Smolensk, July-September, 1941",7.27494,421,200,49,2.551,2009,2,2,240,240,240,21,World War II // Wargame,Simulation // Zone of Control // Hexagon Grid // Ratio / Combat Results Table // Dice Rolling // Chit-Pull System,Adam Starkweather,Game Journal // Multi-Man Publishing,https://boardgamegeek.com/xmlapi2/thing?id=31954&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
374895,Sea Dragons,7.57547,380,130,19,2.0526,2023,2,5,30,45,45,8,Abstract Strategy // Mythology // Nautical // Fantasy // Pirates,Grid Coverage // End Game Bonuses // Contracts // Area Majority / Influence // Modular Board // Pattern Building // Set Collection // Variable Set-up,Yaniv Kahana // Pini Shekhter // Simone Luciani,Evrikus // Draco Studios // GravitiX Games // Gigamic // Wonderbow Games // Fractal Juegos // Maldito Games // 株式会社ケンビル (KenBill) // Muduko,https://boardgamegeek.com/xmlapi2/thing?id=374895&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
177515,SEAL Team Flix,7.15084,446,137,20,3.1,2018,1,4,45,120,120,14,Action / Dexterity // Modern Warfare,Campaign / Battle Card Driven // Cooperative Game // Grid Movement // Dice Rolling // Flicking,Pete Ruth // Mark Thomas (I),WizKids (I),https://boardgamegeek.com/xmlapi2/thing?id=177515&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
391795,Kinfire Delve: Vainglory's Grotto,8.05924,295,115,16,2.0,2023,1,2,45,60,60,14,Horror // Fantasy // Card Game,Dice Rolling // Multi-Use Cards // Cooperative Game,Kevin Wilson,HIT Games // Colossal Games // Incredible Dream Studios,https://boardgamegeek.com/xmlapi2/thing?id=391795&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
275996,Shaolia: Warring States,7.21084,455,161,16,2.375,2020,2,4,30,60,60,14,Dice // Fantasy // City Building // Territory Building,Worker Placement with Dice Workers // Worker Placement // Dice Rolling // Open Drafting // Variable Set-up,Gunho Kim // Hani Chang,Bad Comet,https://boardgamegeek.com/xmlapi2/thing?id=275996&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
379908,Marvel United: Spider-Geddon,8.50591,231,77,9,1.8889,2023,1,5,40,40,40,14,Fighting // Card Game // Comic Book / Strip,Variable Player Powers // Cooperative Game // Hand Management // Solo / Solitaire Game // Modular Board,Eric M. Lang // Andrea Chiarvesio,Galápagos Jogos // CMON Global Limited // Portal Games // Spin Master Ltd.,https://boardgamegeek.com/xmlapi2/thing?id=379908&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
381327,Robo Rally,7.58104,329,104,7,2.2857,2023,2,6,45,90,90,12,Science Fiction // Racing // Miniatures // Maze,Simultaneous Action Selection // Race // Bias // Modular Board // Programmed Movement // Grid Movement // Action Queue,Richard Garfield // Michael Davis (I),Ігромаг // Renegade Game Studios,https://boardgamegeek.com/xmlapi2/thing?id=381327&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
15826,Triumph of Chaos,7.5621,355,211,99,4.3535,2005,2,2,360,360,360,12,Civil War // Political // Wargame,Campaign / Battle Card Driven // Movement Points // Hand Management // Simulation // Point to Point Movement // Dice Rolling,David Dockter,Clash of Arms Games,https://boardgamegeek.com/xmlapi2/thing?id=15826&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
378983,Tipperary,7.21403,411,98,19,1.9474,2023,2,5,45,45,45,8,Animals // Territory Building // Farming // Puzzle,Connections // Tile Placement // End Game Bonuses // Chaining,Günter Burkhardt,Lookout Games,https://boardgamegeek.com/xmlapi2/thing?id=378983&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
362164,Pioneer Rails,7.25398,399,152,19,1.9474,2023,1,80,30,45,45,10,American West // Trains,Network and Route Building // Paper-and-Pencil // Line Drawing // Contracts // Multi-Use Cards,Matthew Dunstan // Jeffrey D. Allers,Dranda Games // Lord of Boards,https://boardgamegeek.com/xmlapi2/thing?id=362164&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
11096,Tahuantinsuyu,7.19494,403,244,60,3.2667,2004,3,4,180,180,180,12,Civilization // Exploration,Network and Route Building // Line Drawing // Hand Management,Alan D. Ernstein,Hangman Games,https://boardgamegeek.com/xmlapi2/thing?id=11096&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
911,Empires of the Middle Ages,7.1641,467,262,57,3.5439,1980,1,6,240,360,360,14,Economic // Political // Wargame // Medieval // Civilization,Voting,Jim Dunnigan // Redmond A. Simonsen // Anthony F. Buccini,"Decision Games (I) // SPI (Simulations Publications, Inc.) // Hobby Japan",https://boardgamegeek.com/xmlapi2/thing?id=911&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
17651,Under the Lily Banners,7.64494,324,166,55,3.6182,2005,1,2,120,360,240,12,Pike and Shot // Wargame,Dice Rolling // Hexagon Grid // Simulation,Ben Hull,GMT Games,https://boardgamegeek.com/xmlapi2/thing?id=17651&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
202819,Gnomopolis,7.24135,498,125,22,2.5,2018,1,4,45,45,45,10,Fantasy // City Building // Mythology,"Worker Placement // Deck, Bag, and Pool Building // Set Collection",Igor Knop // Patrick Matheus,Board Game Box // Matagot // Conclave Editora // Surfin' Meeple China,https://boardgamegeek.com/xmlapi2/thing?id=202819&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
198832,Legends Untold: Weeping Caves Novice Set,7.28237,466,208,17,3.1765,2019,1,4,60,60,60,14,Fantasy // Exploration // Medieval // Adventure,Dice Rolling // Cooperative Game // Role Playing // Solo / Solitaire Game,Hugh Ducker // Kevin Young,Inspiring Games,https://boardgamegeek.com/xmlapi2/thing?id=198832&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
267333,Goetia: Nine Kings of Solomon,7.73133,327,99,17,3.0588,2021,2,4,80,160,160,13,Horror // Religious // Novel-based // Mythology,Variable Player Powers // Worker Placement // End Game Bonuses // Modular Board // Variable Set-up,Kristian Karlberg,Demonic Games,https://boardgamegeek.com/xmlapi2/thing?id=267333&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
274590,Smash Up: World Tour – Culture Shock,7.5986,334,69,5,2.8,2019,2,4,45,60,60,14,Card Game,Variable Player Powers // Take That // Hand Management,Paul Peterson,IELLO // Alderac Entertainment Group // Pegasus Spiele // Hobby World,https://boardgamegeek.com/xmlapi2/thing?id=274590&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
284446,Wonder Tales,7.15552,429,162,13,1.6154,2019,2,2,15,30,30,8,Fantasy // Card Game // Print & Play,Tile Placement // Square Grid // Set Collection,John Kean,Matagot // Button Shy,https://boardgamegeek.com/xmlapi2/thing?id=284446&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
386148,ArcheOlogic,7.20808,417,80,15,2.4667,2023,1,4,45,45,45,12,Puzzle,Turn Order: Time Track // Deduction,Yoann Levet,Maldito Games // HUCH! // Ludonaute // CMON Global Limited,https://boardgamegeek.com/xmlapi2/thing?id=386148&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
217576,Hellenica: Story of Greece,7.69193,367,169,26,3.3462,2019,1,7,120,180,180,11,City Building // Ancient // Territory Building // Mythology,Variable Player Powers // Hidden Victory Points // Worker Placement // Area Movement // Betting and Bluffing // Events // Solo / Solitaire Game // Area Majority / Influence // Die Icon Resolution // Modular Board // Tile Placement // Dice Rolling // Interrupts,Scott DeMers,Mr. B Games // Active Magic Games,https://boardgamegeek.com/xmlapi2/thing?id=217576&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
277025,Vampire: The Masquerade – CHAPTERS,7.50083,552,258,17,3.0,2023,1,4,30,60,60,18,Novel-based // Card Game // Adventure // Horror // Mature / Adult // Fighting // Deduction,Variable Player Powers // Cooperative Game // Hand Management // Storytelling // Push Your Luck // Grid Movement // Dice Rolling // Role Playing,Gary Paitre // Thomas Filippi,FLYOS // Nosolorol Ediciones // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=277025&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
2077,Hell's Highway: Operation Market Garden,7.35075,401,202,61,3.6885,1983,2,2,360,360,360,12,World War II // Wargame,Dice Rolling // Zone of Control // Hexagon Grid // Ratio / Combat Results Table,John H. Butterfield,Victory Games (I),https://boardgamegeek.com/xmlapi2/thing?id=2077&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
371873,Trolls and Princesses,7.5124,370,118,31,3.0968,2023,2,4,90,120,120,12,Fantasy // Humor,Hand Management // Worker Placement // Action Points // Tile Placement // Set Collection,Pim Thunborg,Grok Games // Game Brewer // Mirakulus // Delta Vision Publishing // Maldito Games // Cranio Creations // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=371873&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
357659,Nightmare Cathedral,7.53003,352,96,24,3.4583,2023,1,4,60,60,60,14,Horror // Miniatures,Follow // Moving Multiple Units // Worker Placement // Solo / Solitaire Game // Area Majority / Influence // Track Movement // Variable Set-up,Błażej Kubacki,Czacha Games // Grimspire // Board&Dice,https://boardgamegeek.com/xmlapi2/thing?id=357659&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
301665,DC Deck-Building Game: Dark Nights – Metal,7.88273,332,61,3,2.3333,2020,2,5,45,75,75,15,Card Game // Comic Book / Strip,"Deck, Bag, and Pool Building // Variable Player Powers",Ben Stoll // Matt Dunn // Matt Hyra // Nathaniel Yamaguchi,Cryptozoic Entertainment // Egmont Polska // Banana Games // Don't Panic Games,https://boardgamegeek.com/xmlapi2/thing?id=301665&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
326485,Cthulhu Wars: Duel,7.05511,480,131,6,2.6667,2020,2,2,20,30,30,8,Horror // Fantasy // Fighting,Variable Player Powers // Action Points // Area Movement // Area Majority / Influence // Dice Rolling,Sandy Petersen,Petersen Games // Delta Vision Publishing,https://boardgamegeek.com/xmlapi2/thing?id=326485&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
206299,Eschaton,7.20436,460,147,22,2.6818,2016,2,6,60,180,180,21,Territory Building // Fantasy // Card Game // Medieval,"Area Majority / Influence // Open Drafting // Deck, Bag, and Pool Building // Hand Management",Petras Vaznelis // Diha // Adam Watts,Archon Games,https://boardgamegeek.com/xmlapi2/thing?id=206299&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
171110,Cosmic Run,7.078,452,176,20,1.5,2015,1,4,30,30,30,8,Dice // Science Fiction,Dice Rolling // Push Your Luck,Seamus Finn // Steve Finn,Dr. Finn's Games,https://boardgamegeek.com/xmlapi2/thing?id=171110&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
